title,price,availability,rating,product_url,category,price_gbp
What Happened on Beale Street (Secrets of the South Mysteries #2),Â£25.37,In stock,5,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,Mystery,25.37
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Â£46.33,In stock,2,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,Spirituality,46.33
Under the Tuscan Sun,Â£37.33,In stock,3,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,Travel,37.33
Toddlers Are A**holes: It's Not Your Fault,Â£25.55,In stock,1,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,Humor,25.55
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Â£34.72,In stock,1,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,Default,34.72
The Whale,Â£35.96,In stock,4,https://books.toscrape.com/catalogue/the-whale_501/index.html,Childrens,35.96
The Story of Art,Â£41.14,In stock,4,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,Art,41.14
The Origin of Species,Â£10.01,In stock,4,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,Science,10.01
The Great Gatsby,Â£36.05,In stock,4,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,Default,36.05
The Good Girl,Â£49.03,In stock,3,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,Default,49.03
The Glass Castle,Â£16.24,In stock,1,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,Add a comment,16.24
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Â£39.55,In stock,1,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,Biography,39.55
The Drowning Girls,Â£35.67,In stock,3,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,Add a comment,35.67
The Constant Princess (The Tudor Court #1),Â£16.62,In stock,3,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,Historical Fiction,16.62
The Bourne Identity (Jason Bourne #1),Â£42.78,In stock,4,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,Fiction,42.78
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Â£52.30,In stock,5,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,Mystery,52.3
The Art Book,Â£32.34,In stock,2,https://books.toscrape.com/catalogue/the-art-book_490/index.html,Art,32.34
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Â£33.17,In stock,4,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,Default,33.17
Team of Rivals: The Political Genius of Abraham Lincoln,Â£20.12,In stock,5,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,Add a comment,20.12
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Â£20.90,In stock,2,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,Default,20.9
"Sit, Stay, Love",Â£20.90,In stock,3,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,Romance,20.9
Sister Dear,Â£40.20,In stock,4,https://books.toscrape.com/catalogue/sister-dear_485/index.html,Fiction,40.2
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Â£52.87,In stock,3,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,Childrens,52.87
"Rich Dad, Poor Dad",Â£51.74,In stock,1,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,Business,51.74
Raymie Nightingale,Â£34.41,In stock,2,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,Childrens,34.41
Playing from the Heart,Â£32.38,In stock,1,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,Childrens,32.38
Nightstruck: A Novel,Â£50.35,In stock,4,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,Young Adult,50.35
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Â£11.38,In stock,5,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,Food and Drink,11.38
Meternity,Â£43.58,In stock,3,https://books.toscrape.com/catalogue/meternity_478/index.html,Womens Fiction,43.58
Memoirs of a Geisha,Â£49.67,In stock,3,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,Fiction,49.67
Like Never Before (Walker Family #2),Â£28.77,In stock,2,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,Christian Fiction,28.77
Life of Pi,Â£13.22,In stock,4,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,Default,13.22
Leave This Song Behind: Teen Poetry at Its Best,Â£51.17,In stock,5,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,Poetry,51.17
King's Folly (The Kinsman Chronicles #1),Â£39.61,In stock,5,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,Fantasy,39.61
John Adams,Â£57.43,In stock,4,https://books.toscrape.com/catalogue/john-adams_472/index.html,Add a comment,57.43
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Â£46.01,In stock,4,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,Food and Drink,46.01
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Â£28.25,In stock,2,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,Food and Drink,28.25
Good in Bed (Cannie Shapiro #1),Â£37.05,In stock,5,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,Add a comment,37.05
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Â£19.57,In stock,1,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,Sequential Art,19.57
For the Love: Fighting for Grace in a World of Impossible Standards,Â£45.13,In stock,3,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,Nonfiction,45.13
Finding God in the Ruins: How God Redeems Pain,Â£46.64,In stock,2,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,Nonfiction,46.64
Every Heart a Doorway (Every Heart A Doorway #1),Â£12.16,In stock,5,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,Fantasy,12.16
Delivering the Truth (Quaker Midwife Mystery #1),Â£20.89,In stock,4,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,Mystery,20.89
Counted With the Stars (Out from Egypt #1),Â£17.97,In stock,5,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,Christian Fiction,17.97
"Chronicles, Vol. 1",Â£52.60,In stock,2,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,Music,52.6
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Â£25.77,In stock,1,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,Christian,25.77
Benjamin Franklin: An American Life,Â£48.19,In stock,3,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,Biography,48.19
"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Â£29.93,In stock,5,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,Philosophy,29.93
A Summer In Europe,Â£44.34,In stock,2,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,Travel,44.34
A Short History of Nearly Everything,Â£52.40,In stock,5,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,History,52.4
A Gathering of Shadows (Shades of Magic #2),Â£44.81,In stock,4,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,Fantasy,44.81
The Sound Of Love,Â£57.84,In stock,5,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,Default,57.84
The Rise and Fall of the Third Reich: A History of Nazi Germany,Â£39.67,In stock,2,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,History,39.67
The Perks of Being a Wallflower,Â£55.02,In stock,3,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,Default,55.02
The Mysterious Affair at Styles (Hercule Poirot #1),Â£24.80,In stock,4,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,Mystery,24.8
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Â£59.45,In stock,4,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,Nonfiction,59.45
The Makings of a Fatherless Child,Â£31.58,In stock,2,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,Default,31.58
The Joy of Cooking,Â£43.27,In stock,4,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,Add a comment,43.27
The Invention of Wings,Â£37.34,In stock,1,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,Historical Fiction,37.34
The Hobbit (Middle-Earth Universe),Â£17.80,In stock,5,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,Default,17.8
The Great Railway Bazaar,Â£30.54,In stock,1,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,Travel,30.54
The Golden Compass (His Dark Materials #1),Â£18.77,In stock,1,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,Add a comment,18.77
The God Delusion,Â£46.85,In stock,3,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,Add a comment,46.85
The Girl You Left Behind (The Girl You Left Behind #1),Â£15.79,In stock,1,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,Historical,15.79
The Fellowship of the Ring (The Lord of the Rings #1),Â£10.27,In stock,2,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,Default,10.27
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Â£15.42,In stock,5,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,Poetry,15.42
The Barefoot Contessa Cookbook,Â£59.92,In stock,5,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,Food and Drink,59.92
Tell the Wolves I'm Home,Â£50.96,In stock,2,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,Young Adult,50.96
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Â£30.60,In stock,3,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,Default,30.6
Pride and Prejudice,Â£19.27,In stock,4,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,Add a comment,19.27
Musicophilia: Tales of Music and the Brain,Â£46.58,In stock,1,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,Default,46.58
Mere Christianity,Â£48.51,In stock,3,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,Add a comment,48.51
Me Before You (Me Before You #1),Â£19.02,In stock,1,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,Fiction,19.02
In the Woods (Dublin Murder Squad #1),Â£38.38,In stock,2,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,Mystery,38.38
In Cold Blood,Â£49.98,In stock,4,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,Nonfiction,49.98
How to Stop Worrying and Start Living,Â£46.49,In stock,5,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,Self Help,46.49
Give It Back,Â£18.32,In stock,2,https://books.toscrape.com/catalogue/give-it-back_430/index.html,Thriller,18.32
"Girl, Interrupted",Â£42.14,In stock,3,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,Nonfiction,42.14
Fun Home: A Family Tragicomic,Â£56.59,In stock,4,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,Add a comment,56.59
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Â£20.96,In stock,4,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,Sequential Art,20.96
Deception Point,Â£40.32,In stock,4,https://books.toscrape.com/catalogue/deception-point_426/index.html,Fiction,40.32
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Â£36.39,In stock,3,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,Sequential Art,36.39
Catherine the Great: Portrait of a Woman,Â£58.55,In stock,4,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,History,58.55
Better Homes and Gardens New Cook Book,Â£39.61,In stock,3,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,Food and Drink,39.61
An Unquiet Mind: A Memoir of Moods and Madness,Â£21.30,In stock,3,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,Psychology,21.3
A Year in Provence (Provence #1),Â£56.88,In stock,4,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,Travel,56.88
World Without End (The Pillars of the Earth #2),Â£32.97,In stock,4,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,Historical Fiction,32.97
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Â£47.31,In stock,4,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,Young Adult,47.31
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Â£48.67,In stock,2,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,Nonfiction,48.67
Where She Went (If I Stay #2),Â£41.73,In stock,4,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,Young Adult,41.73
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Â£53.68,In stock,4,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,Default,53.68
Two Summers,Â£14.64,In stock,1,https://books.toscrape.com/catalogue/two-summers_415/index.html,Young Adult,14.64
This Is Your Brain on Music: The Science of a Human Obsession,Â£38.40,In stock,1,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,Music,38.4
The Secret Garden,Â£15.08,In stock,4,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,Classics,15.08
The Raven King (The Raven Cycle #4),Â£30.57,In stock,2,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,Add a comment,30.57
The Raven Boys (The Raven Cycle #1),Â£57.74,In stock,4,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,Fantasy,57.74
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Â£11.05,In stock,5,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,Food and Drink,11.05
The Metamorphosis,Â£28.58,In stock,1,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,Classics,28.58
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Â£42.91,In stock,5,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,History,42.91
The Little Paris Bookshop,Â£24.73,In stock,3,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,Fiction,24.73
The Hiding Place,Â£55.91,In stock,4,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,History,55.91
The Grand Design,Â£13.76,In stock,3,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,Science,13.76
The Firm,Â£45.56,In stock,3,https://books.toscrape.com/catalogue/the-firm_404/index.html,Fiction,45.56
The Fault in Our Stars,Â£47.22,In stock,1,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,Default,47.22
The False Prince (The Ascendance Trilogy #1),Â£56.00,In stock,5,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,Fantasy,56.0
The Expatriates,Â£44.58,In stock,2,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,Fiction,44.58
The Dream Thieves (The Raven Cycle #2),Â£34.50,In stock,1,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,Default,34.5
The Darkest Corners,Â£11.33,In stock,5,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,Young Adult,11.33
The Crossover,Â£38.77,In stock,4,https://books.toscrape.com/catalogue/the-crossover_398/index.html,Poetry,38.77
The 5th Wave (The 5th Wave #1),Â£11.83,In stock,2,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,Default,11.83
Tell the Wind and Fire,Â£45.51,In stock,3,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,Fantasy,45.51
Tell Me Three Things,Â£41.81,In stock,1,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,Young Adult,41.81
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Â£25.15,In stock,4,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,Nonfiction,25.15
Siddhartha,Â£34.22,In stock,5,https://books.toscrape.com/catalogue/siddhartha_393/index.html,Fiction,34.22
Shiver (The Wolves of Mercy Falls #1),Â£16.23,In stock,5,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,Default,16.23
Remember Me?,Â£11.48,In stock,3,https://books.toscrape.com/catalogue/remember-me_391/index.html,Default,11.48
Red Dragon (Hannibal Lecter #1),Â£23.37,In stock,3,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,Horror,23.37
Peak: Secrets from the New Science of Expertise,Â£16.28,In stock,2,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,Science,16.28
My Mother Was Nuts,Â£31.63,In stock,4,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,Nonfiction,31.63
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Â£24.91,In stock,5,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,Food and Drink,24.91
Maybe Something Beautiful: How Art Transformed a Neighborhood,Â£22.54,In stock,1,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,Childrens,22.54
Lola and the Boy Next Door (Anna and the French Kiss #2),Â£23.63,In stock,4,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,Young Adult,23.63
Logan Kade (Fallen Crest High #5.5),Â£13.12,In stock,2,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,Academic,13.12
Last One Home (New Beginnings #1),Â£59.98,In stock,3,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,Fiction,59.98
Killing Floor (Jack Reacher #1),Â£31.49,In stock,4,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,Thriller,31.49
Kill the Boy Band,Â£15.52,In stock,5,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,Young Adult,15.52
Isla and the Happily Ever After (Anna and the French Kiss #3),Â£48.13,In stock,5,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,Young Adult,48.13
If I Stay (If I Stay #1),Â£38.13,In stock,5,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,Default,38.13
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Â£36.55,In stock,2,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,Default,36.55
Harry Potter and the Deathly Hallows (Harry Potter #7),Â£23.32,In stock,1,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,Default,23.32
"Fruits Basket, Vol. 5 (Fruits Basket #5)",Â£16.33,In stock,1,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,Sequential Art,16.33
Foundation (Foundation (Publication Order) #1),Â£32.42,In stock,1,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,Science Fiction,32.42
Fool Me Once,Â£16.96,In stock,1,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,Default,16.96
Find Her (Detective D.D. Warren #8),Â£22.37,In stock,1,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,Add a comment,22.37
Evicted: Poverty and Profit in the American City,Â£42.27,In stock,1,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,Add a comment,42.27
Drama,Â£38.70,In stock,2,https://books.toscrape.com/catalogue/drama_371/index.html,Default,38.7
Dracula the Un-Dead,Â£35.63,In stock,5,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,Horror,35.63
Digital Fortress,Â£58.00,In stock,5,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,Fiction,58.0
"Death Note, Vol. 5: Whiteout (Death Note #5)",Â£52.41,In stock,1,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,Sequential Art,52.41
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Â£32.35,In stock,3,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,Nonfiction,32.35
Critique of Pure Reason,Â£20.75,In stock,1,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,Philosophy,20.75
Booked,Â£17.49,In stock,5,https://books.toscrape.com/catalogue/booked_365/index.html,Poetry,17.49
"Blue Lily, Lily Blue (The Raven Cycle #3)",Â£34.13,In stock,5,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,Default,34.13
Approval Junkie: Adventures in Caring Too Much,Â£58.81,In stock,5,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,Autobiography,58.81
An Abundance of Katherines,Â£10.00,In stock,5,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,Young Adult,10.0
America's War for the Greater Middle East: A Military History,Â£51.22,In stock,2,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,History,51.22
Alight (The Generations Trilogy #2),Â£58.59,In stock,4,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,Default,58.59
A Girl's Guide to Moving On (New Beginnings #2),Â£31.30,In stock,1,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,Romance,31.3
A Game of Thrones (A Song of Ice and Fire #1),Â£46.42,In stock,2,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,Add a comment,46.42
A Feast for Crows (A Song of Ice and Fire #4),Â£17.21,In stock,4,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,Fantasy,17.21
A Clash of Kings (A Song of Ice and Fire #2),Â£10.79,In stock,3,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,Add a comment,10.79
Vogue Colors A to Z: A Fashion Coloring Book,Â£52.35,In stock,4,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,Default,52.35
The Shining (The Shining #1),Â£27.88,In stock,3,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,Default,27.88
The Pilgrim's Progress,Â£50.26,In stock,2,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,Classics,50.26
The Perfect Play (Play by Play #1),Â£59.99,In stock,3,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,Romance,59.99
The Passion of Dolssa,Â£28.32,In stock,5,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,Historical Fiction,28.32
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Â£38.71,In stock,3,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,Nonfiction,38.71
The Hunger Games (The Hunger Games #1),Â£29.85,In stock,5,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,Default,29.85
The Hound of the Baskervilles (Sherlock Holmes #5),Â£14.82,In stock,2,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,Classics,14.82
The Gunning of America: Business and the Making of American Gun Culture,Â£16.81,In stock,4,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,Nonfiction,16.81
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Â£28.23,In stock,2,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,Nonfiction,28.23
The Demonists (Demonist #1),Â£52.11,In stock,2,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,Fantasy,52.11
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Â£27.88,In stock,2,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,Sequential Art,27.88
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Â£59.71,In stock,3,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,Thriller,59.71
The Beast (Black Dagger Brotherhood #14),Â£46.08,In stock,5,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,Fantasy,46.08
Some Women,Â£13.73,In stock,5,https://books.toscrape.com/catalogue/some-women_341/index.html,Womens Fiction,13.73
Shopaholic Ties the Knot (Shopaholic #3),Â£48.39,In stock,5,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,Womens Fiction,48.39
Paper and Fire (The Great Library #2),Â£49.45,In stock,5,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,Fantasy,49.45
Outlander (Outlander #1),Â£19.67,In stock,5,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,Default,19.67
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Â£12.36,In stock,3,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,Music,12.36
